ID;VALOR_PARCELA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;VALOR_TOTAL;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_NAO_PAGAS
1822;39;0;0;0;;;;;;;;;;;;;117;3;3;0
1823;"29,54";0;0;0;0;;;;;;;;;;;;"118,16";4;4;0
1824;201;0;0;0;0;;;;;;;;;;;;804;4;4;0
1825;"144,24";0;0;0;0;0;0;0;;;;;;;;;"1009,68";7;7;0
1826;"68,32";0;0;0;;;;;;;;;;;;;"204,96";3;3;0
1827;"29,66";0;0;0;0;0;0;;;;;;;;;;"177,96";6;6;0
1828;"116,72";0;0;0;0;0;0;;;;;;;;;;"700,32";6;6;0
1829;"89,25";0;0;0;0;0;0;0;0;0;0;;;;;;"892,5";10;10;0
1830;"72,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"871,92";12;12;0
1831;"119,55";0;0;0;0;0;;;;;;;;;;;"597,75";5;5;0
1832;"227,38";0;0;0;0;0;;;;;;;;;;;"1136,9";5;5;0
1833;"165,51";0;0;0;0;0;0;0;0;0;;;;;;;"1489,59";9;9;0
1834;"122,14";0;0;0;0;0;0;0;0;0;0;;;;;;"1221,4";10;10;0
1835;"93,1";0;0;0;0;0;0;;;;;;;;;;"558,6";6;6;0
1836;"109,21";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1638,15";15;15;0
1837;"206,8";0;0;0;0;0;0;;;;;;;;;;"1240,8";6;6;0
1838;"75,69";0;0;0;0;0;0;0;;;;;;;;;"529,83";7;7;0
1839;"89,36";0;0;0;;;;;;;;;;;;;"268,08";3;3;0
1840;"106,18";0;0;0;0;0;0;0;;;;;;;;;"743,26";7;7;0
1841;"121,75";0;0;0;0;;;;;;;;;;;;487;4;4;0
1842;"152,18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2282,7";15;15;0
1843;"140,15";0;0;0;0;0;;;;;;;;;;;"700,75";5;5;0
1844;"85,69";0;0;0;0;0;0;0;0;;;;;;;;"685,52";8;8;0
1845;"250,16";0;0;0;0;0;0;0;;;;;;;;;"1751,12";7;7;0
1846;"29,8";0;0;0;0;0;0;;;;;;;;;;"178,8";6;6;0
1847;59;0;0;0;0;0;0;;;;;;;;;;354;6;6;0
1848;"112,66";0;0;0;0;0;0;0;0;0;0;0;;;;;"1239,26";11;11;0
1849;89;0;0;0;0;;;;;;;;;;;;356;4;4;0
1850;"54,08";0;0;0;0;0;0;;;;;;;;;;"324,48";6;6;0
1851;"166,74";0;0;0;0;;;;;;;;;;;;"666,96";4;4;0
1852;"98,48";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1181,76";12;12;0
1853;"51,83";0;0;0;0;0;0;;;;;;;;;;"310,98";6;6;0
1854;"47,87";0;0;0;;;;;;;;;;;;;"143,61";3;3;0
1855;"149,7";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1796,4";12;12;0
1856;"99,68";0;0;0;0;0;;;;;;;;;;;"498,4";5;5;0
1857;"214,17";0;0;0;0;0;0;0;0;0;0;;;;;;"2141,7";10;10;0
1858;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;228;12;12;0
1859;"26,14";0;0;0;0;0;0;;;;;;;;;;"156,84";6;6;0
1860;"131,34";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1576,08";12;12;0
1861;"79,22";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1188,3";15;15;0
1862;"77,55";0;0;0;0;0;0;0;0;0;0;;;;;;"775,5";10;10;0
1863;109;0;0;0;0;0;;;;;;;;;;;545;5;5;0
1864;"141,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1699,92";12;12;0
1865;"15,6";0;0;0;0;0;;;;;;;;;;;78;5;5;0
1866;"82,07";0;0;0;0;0;0;0;0;;;;;;;;"656,56";8;8;0
1867;"217,11";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2605,32";12;12;0
1868;"68,03";0;0;0;0;0;0;;;;;;;;;;"408,18";6;6;0
1869;"38,14";0;0;0;;;;;;;;;;;;;"114,42";3;3;0
1870;"173,02";0;0;0;0;0;;;;;;;;;;;"865,1";5;5;0
1871;"18,01";0;0;0;0;0;;;;;;;;;;;"90,05";5;5;0
1872;"179,1";0;0;0;0;;;;;;;;;;;;"716,4";4;4;0
1873;"149,54";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1794,48";12;12;0
1874;"101,64";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1219,68";12;12;0
1875;"54,7";0;0;0;0;0;0;0;0;0;0;0;0;;;;"656,4";12;12;0
1876;"77,08";0;0;0;0;0;0;0;0;0;0;;;;;;"770,8";10;10;0
1877;"69,93";0;0;0;0;0;0;0;0;0;0;0;0;;;;"839,16";12;12;0
1878;"130,44";0;0;0;0;;;;;;;;;;;;"521,76";4;4;0
1879;"79,91";0;0;0;0;0;0;0;;;;;;;;;"559,37";7;7;0
1880;"177,11";0;0;0;0;0;;;;;;;;;;;"885,55";5;5;0
1881;"149,92";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1799,04";12;12;0
1882;"70,09";0;0;0;0;0;0;0;0;;;;;;;;"560,72";8;8;0
1883;"105,44";0;0;0;0;0;0;;;;;;;;;;"632,64";6;6;0
1884;"78,01";0;0;0;0;0;0;0;0;0;0;0;0;;;;"936,12";12;12;0
1885;"150,48";0;0;0;0;0;0;;;;;;;;;;"902,88";6;6;0
1886;"94,92";0;0;0;0;0;;;;;;;;;;;"474,6";5;5;0
1887;"65,53";0;0;0;0;0;0;0;0;0;0;;;;;;"655,3";10;10;0
1888;"191,89";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2302,68";12;12;0
1889;"63,27";0;0;0;0;0;0;0;0;0;0;0;0;;;;"759,24";12;12;0
1890;"144,32";0;0;0;0;0;0;;;;;;;;;;"865,92";6;6;0
1891;"117,88";0;0;0;0;;;;;;;;;;;;"471,52";4;4;0
1892;"136,87";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1642,44";12;12;0
1893;"91,06";0;0;0;0;;;;;;;;;;;;"364,24";4;4;0
1894;"69,14";0;0;0;0;0;0;0;0;0;0;0;0;;;;"829,68";12;12;0
1895;"39,97";0;0;;;;;;;;;;;;;;"79,94";2;2;0
1896;"18,91";0;0;0;0;0;0;;;;;;;;;;"113,46";6;6;0
1897;"94,04";0;0;0;0;0;0;0;0;0;;;;;;;"846,36";9;9;0
1898;"36,64";0;0;0;0;0;0;;;;;;;;;;"219,84";6;6;0
1899;"51,13";0;0;0;0;0;;;;;;;;;;;"255,65";5;5;0
1900;"48,46";0;0;0;0;0;0;0;0;0;0;0;0;;;;"581,52";12;12;0
1901;"141,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1699,92";12;12;0
1902;"97,98";0;0;0;0;0;0;0;0;0;;;;;;;"881,82";9;9;0
1903;"137,53";0;0;0;0;0;0;0;0;0;0;;;;;;"1375,3";10;10;0
1904;"177,81";0;0;0;0;0;0;0;0;0;0;;;;;;"1778,1";10;10;0
1905;"62,78";0;0;0;0;0;0;0;0;0;0;;;;;;"627,8";10;10;0
1906;"53,7";0;0;;;;;;;;;;;;;;"107,4";2;2;0
1907;"175,34";0;0;0;0;0;0;0;0;0;0;;;;;;"1753,4";10;10;0
1908;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;588;12;12;0
1909;"16,69";0;0;0;0;0;0;;;;;;;;;;"100,14";6;6;0
1910;"15,56";0;0;0;0;;;;;;;;;;;;"62,24";4;4;0
1911;"59,32";0;0;0;0;0;0;0;0;;;;;;;;"474,56";8;8;0
1912;"72,22";0;0;0;0;0;0;;;;;;;;;;"433,32";6;6;0
1913;"79,6";0;0;0;;;;;;;;;;;;;"238,8";3;3;0
1914;"71,02";0;0;0;0;0;;;;;;;;;;;"355,1";5;5;0
1915;"181,67";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2180,04";12;12;0
1916;"17,33";0;0;0;;;;;;;;;;;;;"51,99";3;3;0
1917;"51,55";0;0;0;0;0;0;0;0;0;;;;;;;"463,95";9;9;0
1918;"64,37";0;0;0;0;;;;;;;;;;;;"257,48";4;4;0
1919;"111,89";0;0;0;0;0;0;0;0;0;0;0;;;;;"1230,79";11;11;0
1920;"141,42";0;0;0;0;0;;;;;;;;;;;"707,1";5;5;0
1921;"69,77";0;0;0;;;;;;;;;;;;;"209,31";3;3;0
1922;"38,5";0;0;0;0;;;;;;;;;;;;154;4;4;0
1923;75;0;0;0;;;;;;;;;;;;;225;3;3;0
1924;"76,6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1149;15;15;0
1925;"86,24";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1034,88";12;12;0
1926;"117,36";0;0;0;0;0;;;;;;;;;;;"586,8";5;5;0
1927;25;0;0;0;0;;;;;;;;;;;;100;4;4;0
1928;85;0;0;0;0;;;;;;;;;;;;340;4;4;0
1929;"106,28";0;0;0;0;0;0;0;0;0;;;;;;;"956,52";9;9;0
1930;"15,14";0;0;0;;;;;;;;;;;;;"45,42";3;3;0
1931;"19,12";0;0;0;;;;;;;;;;;;;"57,36";3;3;0
1932;"87,28";0;0;0;;;;;;;;;;;;;"261,84";3;3;0
1933;"158,51";0;0;0;0;0;;;;;;;;;;;"792,55";5;5;0
1934;"72,3";0;0;0;0;0;0;0;0;0;0;;;;;;723;10;10;0
1935;124;0;0;0;0;;;;;;;;;;;;496;4;4;0
1936;"94,38";0;0;0;0;0;0;;;;;;;;;;"566,28";6;6;0
1937;"48,5";0;0;0;0;;;;;;;;;;;;194;4;4;0
1938;"30,39";0;0;0;0;0;0;;;;;;;;;;"182,34";6;6;0
1939;"138,03";0;0;0;0;;;;;;;;;;;;"552,12";4;4;0
1940;"131,23";0;0;0;0;0;0;0;;;;;;;;;"918,61";7;7;0
1941;"48,28";0;0;0;0;0;0;;;;;;;;;;"289,68";6;6;0
1942;"33,28";0;0;0;0;;;;;;;;;;;;"133,12";4;4;0
1943;"44,5";0;0;;;;;;;;;;;;;;89;2;2;0
1944;"15,3";0;0;0;0;0;0;;;;;;;;;;"91,8";6;6;0
1945;"95,44";0;0;0;0;0;0;;;;;;;;;;"572,64";6;6;0
1946;"72,64";0;0;0;0;0;0;0;0;0;0;0;0;;;;"871,68";12;12;0
1947;59;0;0;0;0;0;0;;;;;;;;;;354;6;6;0
1948;"108,79";0;0;0;0;0;0;;;;;;;;;;"652,74";6;6;0
1949;"59,35";0;0;0;0;;;;;;;;;;;;"237,4";4;4;0
1950;"147,44";0;0;0;0;0;0;0;0;;;;;;;;"1179,52";8;8;0
1951;"229,62";0;0;0;;;;;;;;;;;;;"688,86";3;3;0
1952;"51,91";0;0;0;0;0;0;0;0;0;0;;;;;;"519,1";10;10;0
1953;"46,74";0;0;0;0;;;;;;;;;;;;"186,96";4;4;0
1954;"102,18";0;0;0;0;0;;;;;;;;;;;"510,9";5;5;0
1955;"91,27";0;0;0;0;0;0;0;;;;;;;;;"638,89";7;7;0
1956;"39,24";0;0;0;0;0;0;;;;;;;;;;"235,44";6;6;0
1957;"227,02";0;0;0;0;0;0;0;0;0;0;;;;;;"2270,2";10;10;0
1958;"91,38";0;0;0;0;0;0;0;0;0;0;;;;;;"913,8";10;10;0
1959;"13,5";0;0;0;0;0;0;;;;;;;;;;81;6;6;0
1960;"126,14";0;0;0;0;0;0;0;0;0;0;;;;;;"1261,4";10;10;0
1961;"81,02";0;0;0;0;0;0;0;0;;;;;;;;"648,16";8;8;0
1962;"81,48";0;0;0;0;;;;;;;;;;;;"325,92";4;4;0
1963;"21,33";0;0;0;;;;;;;;;;;;;"63,99";3;3;0
1964;"83,48";0;0;0;0;0;0;;;;;;;;;;"500,88";6;6;0
1965;53;0;;;;;;;;;;;;;;;53;1;1;0
1966;"88,06";0;0;0;;;;;;;;;;;;;"264,18";3;3;0
1967;29;0;0;;;;;;;;;;;;;;58;2;2;0
1968;"126,81";0;0;0;0;0;;;;;;;;;;;"634,05";5;5;0
1969;121;0;0;0;0;0;0;;;;;;;;;;726;6;6;0
1970;"87,43";0;0;0;0;0;0;0;0;;;;;;;;"699,44";8;8;0
1971;"169,91";0;0;;;;;;;;;;;;;;"339,82";2;2;0
1972;77;0;0;0;;;;;;;;;;;;;231;3;3;0
1973;"132,55";0;0;0;;;;;;;;;;;;;"397,65";3;3;0
1974;"143,62";0;0;0;0;0;;;;;;;;;;;"718,1";5;5;0
1975;"142,08";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1704,96";12;12;0
1976;31;0;0;0;0;;;;;;;;;;;;124;4;4;0
1977;"121,07";0;0;0;0;0;0;0;0;;;;;;;;"968,56";8;8;0
1978;"56,68";0;0;0;;;;;;;;;;;;;"170,04";3;3;0
1979;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;276;12;12;0
1980;"110,25";0;0;0;;;;;;;;;;;;;"330,75";3;3;0
1981;"61,4";0;0;0;0;0;0;0;0;0;0;;;;;;614;10;10;0
1982;"79,85";0;0;0;0;0;0;0;0;0;0;0;0;;;;"958,2";12;12;0
1983;"189,81";0;0;0;0;;;;;;;;;;;;"759,24";4;4;0
1984;"92,79";0;0;0;0;0;0;0;;;;;;;;;"649,53";7;7;0
1985;"44,21";0;0;0;0;0;0;;;;;;;;;;"265,26";6;6;0
1986;"75,9";0;0;0;0;0;0;0;0;0;0;;;;;;759;10;10;0
1987;"35,23";0;0;0;0;;;;;;;;;;;;"140,92";4;4;0
1988;"88,03";0;0;0;0;0;0;0;0;;;;;;;;"704,24";8;8;0
1989;"21,61";0;0;0;0;0;0;;;;;;;;;;"129,66";6;6;0
1990;"76,71";0;0;0;0;0;0;0;;;;;;;;;"536,97";7;7;0
1991;"34,15";0;0;0;0;0;0;;;;;;;;;;"204,9";6;6;0
1992;"56,67";0;0;0;0;0;0;;;;;;;;;;"340,02";6;6;0
1993;"87,57";0;0;;;;;;;;;;;;;;"175,14";2;2;0
1994;"67,89";0;0;0;0;0;0;0;0;0;0;0;0;;;;"814,68";12;12;0
1995;62;0;0;0;0;0;0;;;;;;;;;;372;6;6;0
1996;"81,56";0;0;0;0;0;0;0;;;;;;;;;"570,92";7;7;0
1997;"53,28";0;0;;;;;;;;;;;;;;"106,56";2;2;0
1998;"169,05";0;0;0;0;0;0;0;;;;;;;;;"1183,35";7;7;0
1999;"227,34";0;0;0;;;;;;;;;;;;;"682,02";3;3;0
2000;"99,99";0;0;0;0;0;0;0;0;0;0;;;;;;"999,9";10;10;0
2001;"95,31";0;0;0;0;0;;;;;;;;;;;"476,55";5;5;0
2002;"108,47";0;0;0;0;0;0;;;;;;;;;;"650,82";6;6;0
2003;"97,62";0;0;0;0;0;0;0;0;0;0;;;;;;"976,2";10;10;0
2004;"27,7";0;0;0;0;;;;;;;;;;;;"110,8";4;4;0
2005;123;0;0;0;0;0;0;0;0;0;0;0;0;;;;1476;12;12;0
2006;"26,8";0;0;0;0;;;;;;;;;;;;"107,2";4;4;0
2007;"139,3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2089,5";15;15;0
2008;"77,04";0;0;0;0;0;0;;;;;;;;;;"462,24";6;6;0
2009;"88,9";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1066,8";12;12;0
2010;53;0;0;0;0;0;0;0;0;0;0;;;;;;530;10;10;0
2011;"91,65";0;0;0;0;0;0;;;;;;;;;;"549,9";6;6;0
2012;"78,16";0;0;0;0;0;0;;;;;;;;;;"468,96";6;6;0
2013;"33,14";0;0;;;;;;;;;;;;;;"66,28";2;2;0
2014;79;0;0;0;;;;;;;;;;;;;237;3;3;0
2015;"116,9";0;0;0;0;0;0;0;0;0;0;0;;;;;"1285,9";11;11;0
2016;"35,11";0;0;;;;;;;;;;;;;;"70,22";2;2;0
2017;"105,85";0;0;0;0;0;;;;;;;;;;;"529,25";5;5;0
2018;"148,44";0;0;0;0;;;;;;;;;;;;"593,76";4;4;0
2019;"168,12";0;0;0;0;0;0;0;0;;;;;;;;"1344,96";8;8;0
2020;"95,67";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1148,04";12;12;0
2021;"73,93";0;0;0;0;0;0;0;0;0;0;0;0;;;;"887,16";12;12;0
2022;"174,25";0;0;0;0;0;0;0;;;;;;;;;"1219,75";7;7;0
2023;"166,43";0;0;0;0;0;0;;;;;;;;;;"998,58";6;6;0
2024;"112,36";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1348,32";12;12;0
2025;"140,38";0;0;0;0;0;0;0;;;;;;;;;"982,66";7;7;0
2026;"132,35";0;0;0;0;0;0;0;0;0;0;;;;;;"1323,5";10;10;0
2027;"92,58";0;0;0;0;0;0;;;;;;;;;;"555,48";6;6;0
2028;"138,83";0;0;0;0;0;;;;;;;;;;;"694,15";5;5;0
2029;"16,25";0;0;0;0;;;;;;;;;;;;65;4;4;0
2030;"193,93";0;0;0;0;0;;;;;;;;;;;"969,65";5;5;0
2031;"32,33";0;0;0;0;0;0;;;;;;;;;;"193,98";6;6;0
2032;"83,13";0;0;0;0;0;0;0;0;;;;;;;;"665,04";8;8;0
2033;"21,36";0;0;0;0;0;0;0;;;;;;;;;"149,52";7;7;0
2034;"67,53";0;0;0;0;0;0;0;0;0;0;0;0;;;;"810,36";12;12;0
2035;"142,53";0;0;0;0;0;0;0;0;0;0;;;;;;"1425,3";10;10;0
2036;77;0;0;0;0;0;0;0;0;0;0;;;;;;770;10;10;0
2037;"86,52";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"1211,28";14;14;0
2038;"26,16";0;0;0;0;0;0;;;;;;;;;;"156,96";6;6;0
2039;"57,52";0;0;0;0;0;0;0;0;0;0;0;0;;;;"690,24";12;12;0
2040;"112,5";0;0;0;0;0;0;;;;;;;;;;675;6;6;0
2041;25;0;0;0;0;;;;;;;;;;;;100;4;4;0
2042;141;0;0;;;;;;;;;;;;;;282;2;2;0
2043;"74,27";0;0;0;0;0;0;;;;;;;;;;"445,62";6;6;0
2044;"36,96";0;0;0;0;;;;;;;;;;;;"147,84";4;4;0
2045;39;0;0;;;;;;;;;;;;;;78;2;2;0
2046;"16,61";0;0;0;0;;;;;;;;;;;;"66,44";4;4;0
2047;"50,11";0;0;0;0;0;0;;;;;;;;;;"300,66";6;6;0
2048;"81,72";0;0;0;0;0;0;0;0;;;;;;;;"653,76";8;8;0
2049;"133,41";0;0;0;0;0;0;;;;;;;;;;"800,46";6;6;0
2050;"141,01";0;0;0;0;;;;;;;;;;;;"564,04";4;4;0
2051;"82,6";0;0;0;0;;;;;;;;;;;;"330,4";4;4;0
2052;"102,38";0;0;0;0;0;0;0;;;;;;;;;"716,66";7;7;0
2053;"154,57";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2318,55";15;15;0
2054;"48,6";0;0;0;0;;;;;;;;;;;;"194,4";4;4;0
2055;"18,16";0;0;0;0;0;0;;;;;;;;;;"108,96";6;6;0
2056;35;0;0;0;0;0;;;;;;;;;;;175;5;5;0
2057;"95,53";0;0;0;0;0;0;0;;;;;;;;;"668,71";7;7;0
2058;31;0;0;0;0;0;;;;;;;;;;;155;5;5;0
2059;"132,7";0;0;0;0;0;0;;;;;;;;;;"796,2";6;6;0
2060;"16,4";0;0;0;0;0;;;;;;;;;;;82;5;5;0
2061;"132,16";0;0;0;0;0;0;;;;;;;;;;"792,96";6;6;0
2062;"101,63";0;0;0;;;;;;;;;;;;;"304,89";3;3;0
2063;"157,44";0;0;0;0;;;;;;;;;;;;"629,76";4;4;0
2064;"48,9";0;0;0;0;0;0;;;;;;;;;;"293,4";6;6;0
2065;"112,9";0;0;0;0;0;;;;;;;;;;;"564,5";5;5;0
2066;"56,22";0;0;0;0;0;0;0;0;0;0;0;0;;;;"674,64";12;12;0
2067;"29,25";0;0;0;0;;;;;;;;;;;;117;4;4;0
2068;"32,98";0;0;0;0;0;0;;;;;;;;;;"197,88";6;6;0
2069;157;0;0;0;0;0;0;0;;;;;;;;;1099;7;7;0
2070;"69,91";0;0;0;0;0;0;0;0;;;;;;;;"559,28";8;8;0
2071;"69,82";0;0;0;0;0;0;0;0;0;0;;;;;;"698,2";10;10;0
2072;"68,5";0;0;0;0;0;0;0;0;0;0;;;;;;685;10;10;0
2073;"101,47";0;0;0;0;0;0;;;;;;;;;;"608,82";6;6;0
2074;"78,82";0;0;0;0;;;;;;;;;;;;"315,28";4;4;0
2075;"65,97";0;0;0;0;0;0;0;0;0;0;;;;;;"659,7";10;10;0
2076;"144,21";0;0;0;0;0;0;;;;;;;;;;"865,26";6;6;0
2077;"124,84";0;0;0;;;;;;;;;;;;;"374,52";3;3;0
2078;"147,47";0;;;;;;;;;;;;;;;"147,47";1;1;0
2079;"141,75";0;0;0;0;0;0;0;0;0;0;;;;;;"1417,5";10;10;0
2080;"171,76";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2061,12";12;12;0
2081;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1125;15;14;1
2082;"47,12";0;0;0;0;0;;;;;;;;;;;"235,6";5;5;0
2083;"52,58";0;0;0;0;0;0;;;;;;;;;;"315,48";6;6;0
2084;"36,64";0;0;0;0;0;0;;;;;;;;;;"219,84";6;6;0
2085;"18,9";0;0;0;0;0;0;;;;;;;;;;"113,4";6;6;0
2086;"85,99";0;0;0;0;0;;;;;;;;;;;"429,95";5;5;0
2087;"20,87";0;0;0;0;;;;;;;;;;;;"83,48";4;4;0
2088;"134,15";0;0;0;0;0;0;;;;;;;;;;"804,9";6;6;0
2089;"96,07";0;0;0;0;;;;;;;;;;;;"384,28";4;4;0
2090;155;0;0;0;0;;;;;;;;;;;;620;4;4;0
2091;"142,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1711,92";12;12;0
2092;"62,33";0;0;0;;;;;;;;;;;;;"186,99";3;3;0
2093;"145,4";0;0;0;0;0;0;0;0;0;0;;;;;;1454;10;10;0
2094;"111,52";0;0;0;;;;;;;;;;;;;"334,56";3;3;0
2095;"48,82";0;0;0;0;0;0;;;;;;;;;;"292,92";6;6;0
2096;"147,82";0;0;0;0;0;0;0;0;;;;;;;;"1182,56";8;8;0
2097;"54,11";0;0;0;0;0;0;0;0;0;0;0;0;;;;"649,32";12;12;0
2098;"150,36";0;0;0;0;;;;;;;;;;;;"601,44";4;4;0
2099;"20,25";0;0;0;0;;;;;;;;;;;;81;4;4;0
2100;"134,64";0;0;;;;;;;;;;;;;;"269,28";2;2;0
2101;"69,36";0;0;0;0;0;0;;;;;;;;;;"416,16";6;6;0
2102;"124,94";0;0;0;0;0;0;0;0;0;0;;;;;;"1249,4";10;10;0
2103;"182,61";0;0;0;0;0;;;;;;;;;;;"913,05";5;5;0
2104;"39,33";0;0;0;;;;;;;;;;;;;"117,99";3;3;0
2105;"67,35";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1010,25";15;15;0
2106;"125,65";0;0;0;0;0;0;0;0;0;;;;;;;"1130,85";9;9;0
2107;"46,36";0;0;0;0;;;;;;;;;;;;"185,44";4;4;0
2108;"100,57";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1206,84";12;12;0
2109;"93,9";0;0;0;0;0;;;;;;;;;;;"469,5";5;5;0
2110;"69,98";0;0;0;0;0;0;;;;;;;;;;"419,88";6;6;0
2111;"105,16";0;0;0;0;0;0;;;;;;;;;;"630,96";6;6;0
2112;"142,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1711,92";12;12;0
2113;"84,88";0;0;0;0;;;;;;;;;;;;"339,52";4;4;0
2114;"145,5";0;0;0;0;0;0;0;0;0;0;;;;;;1455;10;10;0
2115;"27,75";0;0;0;0;0;0;;;;;;;;;;"166,5";6;6;0
2116;"28,35";0;0;0;0;;;;;;;;;;;;"113,4";4;4;0
2117;"94,16";0;0;0;0;0;0;;;;;;;;;;"564,96";6;6;0
2118;"165,55";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2483,25";15;15;0
2119;331;0;0;0;0;;;;;;;;;;;;1324;4;4;0
2120;"27,96";0;0;0;0;;;;;;;;;;;;"111,84";4;4;0
2121;"32,4";0;0;;;;;;;;;;;;;;"64,8";2;2;0
2122;"41,38";0;0;0;;;;;;;;;;;;;"124,14";3;3;0
2123;"110,17";0;0;0;0;0;0;0;;;;;;;;;"771,19";7;7;0
2124;"71,34";0;0;0;0;0;0;0;0;0;0;0;0;;;;"856,08";12;12;0
2125;"89,36";0;0;0;0;0;0;;;;;;;;;;"536,16";6;6;0
2126;"16,88";0;0;0;0;0;0;;;;;;;;;;"101,28";6;6;0
2127;"23,7";0;0;0;;;;;;;;;;;;;"71,1";3;3;0
2128;"25,34";0;0;0;0;0;;;;;;;;;;;"126,7";5;5;0
2129;"60,43";0;0;0;0;;;;;;;;;;;;"241,72";4;4;0
2130;"106,87";0;0;0;0;0;0;;;;;;;;;;"641,22";6;6;0
2131;"66,87";0;0;0;0;0;0;0;0;0;0;0;0;;;;"802,44";12;12;0
2132;"91,01";0;0;0;0;;;;;;;;;;;;"364,04";4;4;0
2133;"168,36";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2020,32";12;12;0
2134;"94,82";0;0;0;0;0;0;;;;;;;;;;"568,92";6;6;0
2135;"87,56";0;0;0;0;0;0;;;;;;;;;;"525,36";6;6;0
2136;"65,7";0;0;0;0;0;0;0;;;;;;;;;"459,9";7;7;0
2137;"17,9";0;0;0;0;0;0;;;;;;;;;;"107,4";6;6;0
2138;"115,9";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1390,8";12;12;0
2139;"82,04";0;0;0;0;0;0;0;;;;;;;;;"574,28";7;7;0
2140;"75,48";0;0;0;0;0;;;;;;;;;;;"377,4";5;5;0
2141;"45,39";0;0;0;0;0;0;0;0;0;0;;;;;;"453,9";10;10;0
2142;"65,17";0;0;0;0;0;0;0;0;0;0;0;0;;;;"782,04";12;12;0
2143;"110,5";0;0;0;0;0;;;;;;;;;;;"552,5";5;5;0
2144;"98,26";0;0;0;0;0;0;0;0;;;;;;;;"786,08";8;8;0
2145;"141,44";0;0;0;0;0;0;;;;;;;;;;"848,64";6;6;0
2146;"66,93";0;0;0;0;;;;;;;;;;;;"267,72";4;4;0
2147;"81,45";0;0;0;0;0;0;0;0;;;;;;;;"651,6";8;8;0
2148;"16,83";0;0;0;0;0;0;;;;;;;;;;"100,98";6;6;0
2149;"176,03";0;0;0;0;0;0;0;0;0;0;;;;;;"1760,3";10;10;0
2150;"141,57";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1698,84";12;12;0
2151;"141,57";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1698,84";12;12;0
2152;"104,52";0;0;0;0;;;;;;;;;;;;"418,08";4;4;0
2153;"148,73";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1784,76";12;12;0
2154;"165,79";0;0;0;0;0;0;;;;;;;;;;"994,74";6;6;0
2155;"11,83";0;0;0;1;1;1;1;1;1;1;1;1;;;;"141,96";12;3;9
2156;"118,2";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1418,4";12;12;0
2157;74;0;0;0;0;0;0;0;;;;;;;;;518;7;7;0
2158;"61,28";0;0;0;0;0;0;0;0;0;0;0;0;;;;"735,36";12;12;0
2159;"97,9";0;0;0;0;0;0;0;0;;;;;;;;"783,2";8;8;0
2160;"71,16";0;0;0;0;0;0;0;0;0;0;;;;;;"711,6";10;10;0
2161;"79,23";0;0;0;0;0;0;0;0;0;0;;;;;;"792,3";10;10;0
2162;85;0;0;0;0;0;0;0;0;0;0;0;0;;;;1020;12;12;0
2163;"75,95";0;0;0;0;0;0;0;0;0;;;;;;;"683,55";9;9;0
2164;"166,12";0;0;0;0;;;;;;;;;;;;"664,48";4;4;0
