ID;VALOR_PARCELA;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;VALOR_TOTAL;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_NAO_PAGAS
37564;136;0;0;0;0;0;;;;;;;;;;;680;5;5;0
37565;"71,32";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1069,8";15;15;0
37566;"20,82";0;0;0;0;0;0;;;;;;;;;;"124,92";6;6;0
37567;"198,64";0;0;0;0;0;0;0;0;0;0;;;;;;"1986,4";10;10;0
37568;"66,97";0;0;0;0;0;0;0;0;0;0;;;;;;"669,7";10;10;0
37569;"65,7";0;0;0;0;0;;;;;;;;;;;"328,5";5;5;0
37570;"23,34";0;0;0;0;0;;;;;;;;;;;"116,7";5;5;0
37571;"372,08";0;0;0;0;;;;;;;;;;;;"1488,32";4;4;0
37572;"24,75";0;0;0;0;;;;;;;;;;;;99;4;4;0
37573;"103,16";0;0;0;0;0;0;0;0;0;0;;;;;;"1031,6";10;10;0
37574;95;0;0;0;0;0;0;0;0;0;0;0;0;;;;1140;12;12;0
37575;32;0;0;;;;;;;;;;;;;;64;2;2;0
37576;"104,97";0;0;0;0;0;0;0;0;0;0;;;;;;"1049,7";10;10;0
37577;"33,65";0;0;0;0;0;0;;;;;;;;;;"201,9";6;6;0
37578;"12,83";0;0;0;0;0;0;;;;;;;;;;"76,98";6;6;0
37579;"65,73";0;0;0;0;0;0;0;0;0;0;;;;;;"657,3";10;10;0
37580;"150,3";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1803,6";12;12;0
37581;"111,66";0;0;0;;;;;;;;;;;;;"334,98";3;3;0
37582;"118,45";0;0;0;0;0;0;;;;;;;;;;"710,7";6;6;0
37583;"64,72";0;0;0;0;0;0;0;0;;;;;;;;"517,76";8;8;0
37584;"78,81";0;0;0;0;0;0;;;;;;;;;;"472,86";6;6;0
37585;"158,98";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2384,7";15;15;0
37586;"45,73";0;0;0;;;;;;;;;;;;;"137,19";3;3;0
37587;"49,49";0;0;0;0;0;0;;;;;;;;;;"296,94";6;6;0
37588;"83,25";0;0;0;0;0;0;0;0;;;;;;;;666;8;8;0
37589;55;0;0;0;;;;;;;;;;;;;165;3;3;0
37590;"46,2";0;0;0;0;0;0;0;0;0;0;;;;;;462;10;10;0
37591;"105,46";0;0;0;0;0;0;;;;;;;;;;"632,76";6;6;0
37592;"190,65";0;0;0;0;0;;;;;;;;;;;"953,25";5;5;0
37593;"37,17";0;0;0;0;0;0;0;0;0;0;;;;;;"371,7";10;10;0
37594;159;0;;;;;;;;;;;;;;;159;1;1;0
37595;"11,65";0;0;0;0;0;0;;;;;;;;;;"69,9";6;6;0
37596;"122,13";0;0;0;0;0;0;0;0;0;0;;;;;;"1221,3";10;10;0
37597;"96,89";0;0;0;0;;;;;;;;;;;;"387,56";4;4;0
37598;15;0;0;0;0;0;0;;;;;;;;;;90;6;6;0
37599;"182,41";0;0;0;0;0;0;0;0;0;0;;;;;;"1824,1";10;10;0
37600;"1173,74";0;;;;;;;;;;;;;;;"1173,74";1;1;0
37601;"234,88";0;0;;;;;;;;;;;;;;"469,76";2;2;0
37602;"151,44";0;0;0;0;0;0;0;0;0;0;;;;;;"1514,4";10;10;0
37603;"159,46";0;0;0;0;0;0;0;0;;;;;;;;"1275,68";8;8;0
37604;"23,16";0;0;0;0;0;0;;;;;;;;;;"138,96";6;6;0
37605;"34,8";0;0;0;;;;;;;;;;;;;"104,4";3;3;0
37606;"100,1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1501,5";15;15;0
37607;1415;0;;;;;;;;;;;;;;;1415;1;1;0
37608;"21,21";0;0;0;0;0;0;0;0;0;0;;;;;;"212,1";10;10;0
37609;"110,12";0;0;0;0;0;0;0;0;0;0;;;;;;"1101,2";10;10;0
37610;"60,99";0;0;0;;;;;;;;;;;;;"182,97";3;3;0
37611;"61,32";0;0;0;0;0;0;0;0;0;0;;;;;;"613,2";10;10;0
37612;"60,83";0;0;0;0;0;0;;;;;;;;;;"364,98";6;6;0
37613;15;0;0;0;0;0;0;;;;;;;;;;90;6;6;0
37614;308;0;;;;;;;;;;;;;;;308;1;1;0
37615;"333,84";0;0;0;0;0;0;0;0;0;0;;;;;;"3338,4";10;10;0
37616;"110,26";0;0;0;0;0;0;;;;;;;;;;"661,56";6;6;0
37617;162;0;0;;;;;;;;;;;;;;324;2;2;0
37618;"219,1";0;0;0;0;0;0;;;;;;;;;;"1314,6";6;6;0
37619;"200,09";0;0;0;0;0;;;;;;;;;;;"1000,45";5;5;0
37620;"52,59";0;0;0;0;0;0;;;;;;;;;;"315,54";6;6;0
37621;"265,55";0;0;0;;;;;;;;;;;;;"796,65";3;3;0
37622;"188,74";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2264,88";12;12;0
37623;"46,42";0;0;0;0;0;0;;;;;;;;;;"278,52";6;6;0
37624;"197,28";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2367,36";12;12;0
37625;145;0;0;0;0;0;0;;;;;;;;;;870;6;6;0
37626;"34,19";0;0;0;0;0;0;;;;;;;;;;"205,14";6;6;0
37627;"66,03";0;0;0;0;;;;;;;;;;;;"264,12";4;4;0
37628;"131,24";0;0;0;0;0;0;0;0;0;1;1;1;;;;"1574,88";12;9;3
37629;"21,5";0;0;0;0;0;0;;;;;;;;;;129;6;6;0
37630;123;0;0;0;0;0;0;0;0;0;0;0;0;;;;1476;12;12;0
37631;"43,39";0;0;0;0;0;0;0;0;0;0;;;;;;"433,9";10;10;0
37632;"99,9";0;;;;;;;;;;;;;;;"99,9";1;1;0
37633;"97,09";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1165,08";12;12;0
37634;"168,01";0;0;0;0;0;0;0;0;0;0;;;;;;"1680,1";10;10;0
37635;"60,14";0;0;0;0;0;0;0;0;0;0;;;;;;"601,4";10;10;0
37636;"125,82";0;;;;;;;;;;;;;;;"125,82";1;1;0
37637;"266,39";0;0;0;0;;;;;;;;;;;;"1065,56";4;4;0
37638;"29,83";0;0;0;0;0;0;;;;;;;;;;"178,98";6;6;0
37639;"165,84";0;0;0;0;0;;;;;;;;;;;"829,2";5;5;0
37640;"205,67";0;0;0;0;0;0;;;;;;;;;;"1234,02";6;6;0
37641;"69,05";0;0;0;0;0;;;;;;;;;;;"345,25";5;5;0
37642;"120,63";0;0;0;0;;;;;;;;;;;;"482,52";4;4;0
37643;74;0;0;1;1;;;;;;;;;;;;296;4;2;2
37644;"107,24";0;0;0;0;0;0;;;;;;;;;;"643,44";6;6;0
37645;"23,9";0;0;0;0;0;0;;;;;;;;;;"143,4";6;6;0
37646;"39,33";0;0;0;0;0;0;;;;;;;;;;"235,98";6;6;0
37647;"76,87";0;0;0;0;;;;;;;;;;;;"307,48";4;4;0
37648;"28,32";0;0;0;0;0;0;;;;;;;;;;"169,92";6;6;0
37649;21;0;0;0;0;;;;;;;;;;;;84;4;4;0
37650;"51,22";0;0;0;0;0;0;0;0;0;0;;;;;;"512,2";10;10;0
37651;"16,5";0;0;0;0;0;0;;;;;;;;;;99;6;6;0
37652;"210,85";0;0;0;0;0;0;0;0;;;;;;;;"1686,8";8;8;0
37653;"64,21";0;0;0;0;0;;;;;;;;;;;"321,05";5;5;0
37654;"40,06";0;0;0;0;0;0;;;;;;;;;;"240,36";6;6;0
37655;"47,88";0;0;0;0;0;0;0;0;0;0;;;;;;"478,8";10;10;0
37656;"82,48";0;0;0;0;0;0;;;;;;;;;;"494,88";6;6;0
37657;"56,94";0;0;0;0;0;0;;;;;;;;;;"341,64";6;6;0
37658;"47,03";0;0;0;0;;;;;;;;;;;;"188,12";4;4;0
37659;"195,05";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"2730,7";14;14;0
37660;"144,5";0;0;0;0;0;0;0;;;;;;;;;"1011,5";7;7;0
37661;"82,96";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1244,4";15;15;0
37662;"104,76";0;0;0;0;0;0;0;0;0;0;;;;;;"1047,6";10;10;0
37663;"52,34";0;0;0;0;0;0;0;0;0;0;;;;;;"523,4";10;10;0
37664;63;0;0;0;0;0;0;0;0;0;0;;;;;;630;10;10;0
37665;"218,99";0;0;0;0;;;;;;;;;;;;"875,96";4;4;0
37666;"58,45";0;0;0;0;0;0;0;0;0;0;;;;;;"584,5";10;10;0
37667;"17,32";0;0;0;0;0;0;;;;;;;;;;"103,92";6;6;0
37668;"81,69";0;0;0;0;0;0;0;0;0;0;;;;;;"816,9";10;10;0
37669;69;0;0;0;0;0;0;0;0;0;0;;;;;;690;10;10;0
37670;"80,28";0;0;0;0;;;;;;;;;;;;"321,12";4;4;0
37671;45;0;0;0;0;0;0;0;0;0;0;;;;;;450;10;10;0
37672;"84,26";0;0;0;0;;;;;;;;;;;;"337,04";4;4;0
37673;"39,9";0;;;;;;;;;;;;;;;"39,9";1;1;0
37674;"171,07";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2052,84";12;12;0
37675;131;0;0;0;0;0;0;0;0;0;0;0;0;;;;1572;12;12;0
37676;"21,5";0;0;0;0;0;0;;;;;;;;;;129;6;6;0
37677;"156,08";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2341,2";15;15;0
37678;"109,71";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1316,52";12;12;0
37679;"168,24";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2018,88";12;12;0
37680;"143,9";0;0;0;0;0;0;0;0;;;;;;;;"1151,2";8;8;0
37681;"62,66";0;0;0;0;0;0;;;;;;;;;;"375,96";6;6;0
37682;"162,09";0;0;0;0;0;0;0;0;0;0;;;;;;"1620,9";10;10;0
37683;"133,9";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1606,8";12;12;0
37684;71;0;0;0;0;0;0;0;0;0;0;;;;;;710;10;10;0
37685;"83,22";0;0;0;0;0;0;0;0;0;0;0;0;;;;"998,64";12;12;0
37686;59;0;0;0;0;0;0;0;0;0;0;;;;;;590;10;10;0
37687;"77,99";0;0;0;0;0;0;0;0;0;0;;;;;;"779,9";10;10;0
37688;"93,55";0;0;0;0;0;0;0;0;0;0;;;;;;"935,5";10;10;0
37689;"71,1";0;0;0;0;0;0;0;0;0;;;;;;;"639,9";9;9;0
37690;"335,79";0;0;0;0;0;0;0;0;0;0;;;;;;"3357,9";10;10;0
37691;"62,08";0;0;0;0;0;0;0;0;0;0;0;0;;;;"744,96";12;12;0
37692;"120,76";0;0;0;;;;;;;;;;;;;"362,28";3;3;0
37693;"156,45";0;0;;;;;;;;;;;;;;"312,9";2;2;0
37694;32;0;0;0;0;;;;;;;;;;;;128;4;4;0
37695;27;0;0;0;0;0;0;0;0;0;0;;;;;;270;10;10;0
37696;"55,92";0;0;0;0;0;0;0;0;0;0;;;;;;"559,2";10;10;0
37697;"29,9";0;;;;;;;;;;;;;;;"29,9";1;1;0
37698;"91,57";0;0;0;0;0;0;;;;;;;;;;"549,42";6;6;0
37699;"240,47";0;;;;;;;;;;;;;;;"240,47";1;1;0
37700;"25,72";0;0;0;0;;;;;;;;;;;;"102,88";4;4;0
37701;249;0;;;;;;;;;;;;;;;249;1;1;0
37702;79;0;0;0;0;0;0;;;;;;;;;;474;6;6;0
37703;"143,8";0;0;0;0;0;0;0;0;0;0;;;;;;1438;10;10;0
37704;125;0;0;;;;;;;;;;;;;;250;2;2;0
37705;"24,73";0;0;0;0;0;0;;;;;;;;;;"148,38";6;6;0
37706;"129,25";0;0;0;0;0;0;0;0;0;0;;;;;;"1292,5";10;10;0
37707;"35,4";0;0;0;0;0;0;;;;;;;;;;"212,4";6;6;0
37708;"174,01";0;0;0;0;0;0;0;0;0;0;;;;;;"1740,1";10;10;0
37709;43;0;0;0;;;;;;;;;;;;;129;3;3;0
37710;"40,33";0;0;0;;;;;;;;;;;;;"120,99";3;3;0
37711;27;0;0;;;;;;;;;;;;;;54;2;2;0
37712;"33,2";0;0;0;0;0;0;;;;;;;;;;"199,2";6;6;0
37713;"79,99";0;0;0;0;0;0;;;;;;;;;;"479,94";6;6;0
37714;"16,9";0;0;0;0;0;0;;;;;;;;;;"101,4";6;6;0
37715;"145,56";0;0;0;0;0;0;;;;;;;;;;"873,36";6;6;0
37716;65;0;0;0;0;0;0;0;0;0;0;0;0;;;;780;12;12;0
37717;"257,06";0;0;0;0;0;0;0;0;0;;;;;;;"2313,54";9;9;0
37718;"112,37";0;0;0;0;0;0;0;0;0;0;;;;;;"1123,7";10;10;0
37719;"122,11";0;0;0;0;0;0;0;;;;;;;;;"854,77";7;7;0
37720;"95,93";0;0;0;0;0;0;0;0;0;0;;;;;;"959,3";10;10;0
37721;"243,15";0;0;0;0;0;0;0;0;;;;;;;;"1945,2";8;8;0
37722;"89,05";0;0;0;0;0;0;;;;;;;;;;"534,3";6;6;0
37723;"156,8";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1881,6";12;12;0
37724;"46,25";0;0;0;0;0;0;0;0;0;0;0;0;;;;555;12;12;0
37725;"103,42";0;0;0;0;0;0;;;;;;;;;;"620,52";6;6;0
37726;"105,69";0;0;0;0;0;0;;;;;;;;;;"634,14";6;6;0
37727;"89,22";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1070,64";12;12;0
37728;"32,33";0;0;0;0;0;0;;;;;;;;;;"193,98";6;6;0
37729;"271,72";0;0;1;1;1;;;;;;;;;;;"1358,6";5;2;3
37730;"69,9";0;;;;;;;;;;;;;;;"69,9";1;1;0
37731;"111,13";0;0;0;0;0;0;0;0;0;0;;;;;;"1111,3";10;10;0
37732;"77,59";0;0;0;0;0;;;;;;;;;;;"387,95";5;5;0
37733;"75,11";0;0;0;0;0;0;0;0;0;0;;;;;;"751,1";10;10;0
37734;"178,95";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"2505,3";14;14;0
37735;"39,66";0;0;0;;;;;;;;;;;;;"118,98";3;3;0
37736;"380,41";0;0;;;;;;;;;;;;;;"760,82";2;2;0
37737;"157,81";0;0;0;0;0;0;;;;;;;;;;"946,86";6;6;0
37738;"68,38";0;0;0;0;0;0;0;0;0;0;0;0;;;;"820,56";12;12;0
37739;"189,28";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2271,36";12;12;0
37740;"60,1";0;0;0;0;0;0;0;0;0;0;0;0;;;;"721,2";12;12;0
37741;"45,71";0;0;0;0;;;;;;;;;;;;"182,84";4;4;0
37742;"138,18";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1658,16";12;12;0
37743;"122,5";0;0;0;;;;;;;;;;;;;"367,5";3;3;0
37744;"133,23";0;0;0;0;0;0;0;0;0;0;;;;;;"1332,3";10;10;0
37745;"49,44";0;0;0;0;0;0;0;0;0;0;0;0;;;;"593,28";12;12;0
37746;"19,95";0;0;;;;;;;;;;;;;;"39,9";2;2;0
37747;"148,42";0;0;;;;;;;;;;;;;;"296,84";2;2;0
37748;"64,23";0;0;0;0;0;0;0;0;;;;;;;;"513,84";8;8;0
37749;"167,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2011,92";12;12;0
37750;"151,18";0;0;0;0;0;0;0;0;0;0;;;;;;"1511,8";10;10;0
37751;"109,75";0;0;0;0;0;0;0;0;0;0;;;;;;"1097,5";10;10;0
37752;"106,16";0;0;0;0;0;0;0;0;0;0;;;;;;"1061,6";10;10;0
37753;"66,15";0;0;0;1;1;1;1;1;1;1;;;;;;"661,5";10;3;7
37754;"46,74";0;0;0;0;;;;;;;;;;;;"186,96";4;4;0
37755;"65,35";0;0;0;0;0;0;0;0;0;0;0;0;;;;"784,2";12;12;0
37756;49;0;0;0;0;0;0;0;0;0;0;;;;;;490;10;10;0
37757;"22,97";0;0;0;;;;;;;;;;;;;"68,91";3;3;0
37758;"30,45";0;0;0;0;;;;;;;;;;;;"121,8";4;4;0
37759;"94,04";0;0;0;;;;;;;;;;;;;"282,12";3;3;0
37760;"63,61";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"954,15";15;15;0
37761;"145,04";0;0;0;0;0;0;;;;;;;;;;"870,24";6;6;0
37762;"53,51";0;0;0;0;0;0;0;0;0;0;0;0;;;;"642,12";12;12;0
37763;"10,66";0;0;0;0;0;0;;;;;;;;;;"63,96";6;6;0
37764;13;0;0;0;;;;;;;;;;;;;39;3;3;0
37765;"136,1";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1633,2";12;12;0
37766;"20,4";0;0;0;0;0;0;;;;;;;;;;"122,4";6;6;0
37767;"166,95";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;"2504,25";15;11;4
37768;"118,07";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1416,84";12;12;0
37769;"22,74";0;0;0;;;;;;;;;;;;;"68,22";3;3;0
37770;"39,9";0;;;;;;;;;;;;;;;"39,9";1;1;0
37771;"77,46";0;0;0;0;0;0;;;;;;;;;;"464,76";6;6;0
37772;"56,34";0;0;0;0;0;0;0;0;0;0;;;;;;"563,4";10;10;0
37773;194;0;0;0;0;0;0;0;0;0;0;;;;;;1940;10;10;0
37774;"157,74";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1892,88";12;12;0
37775;"57,22";0;0;0;0;0;0;0;0;0;0;;;;;;"572,2";10;10;0
37776;"128,18";0;0;0;0;0;0;;;;;;;;;;"769,08";6;6;0
37777;"29,14";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"407,96";14;14;0
37778;"98,3";0;0;0;0;0;0;0;0;;;;;;;;"786,4";8;8;0
37779;"53,14";0;0;0;0;0;0;0;0;0;0;0;0;;;;"637,68";12;12;0
37780;"64,38";0;0;0;0;0;0;0;0;0;0;;;;;;"643,8";10;10;0
37781;"9,83";0;0;0;0;0;0;;;;;;;;;;"58,98";6;6;0
37782;"206,61";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3099,15";15;15;0
37783;"222,29";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2667,48";12;12;0
37784;"151,12";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1813,44";12;12;0
37785;"80,65";0;0;0;0;0;0;0;0;0;0;;;;;;"806,5";10;10;0
37786;"137,54";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2063,1";15;15;0
37787;"135,24";0;0;0;0;0;0;0;0;;;;;;;;"1081,92";8;8;0
37788;"115,08";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1380,96";12;12;0
37789;"95,93";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1151,16";12;12;0
37790;"28,16";0;0;0;0;0;0;;;;;;;;;;"168,96";6;6;0
37791;"109,55";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1643,25";15;15;0
37792;"37,23";0;0;0;0;0;0;;;;;;;;;;"223,38";6;6;0
37793;"160,06";0;0;0;0;0;0;0;0;0;0;;;;;;"1600,6";10;10;0
37794;42;0;0;0;0;;;;;;;;;;;;168;4;4;0
37795;"26,03";0;0;0;0;0;0;0;0;0;0;;;;;;"260,3";10;10;0
37796;"107,78";0;0;0;0;0;0;0;0;0;0;;;;;;"1077,8";10;10;0
37797;125;0;0;0;0;0;0;0;0;0;0;0;0;;;;1500;12;12;0
37798;"99,35";0;0;0;0;0;0;0;;;;;;;;;"695,45";7;7;0
37799;147;0;0;0;0;0;0;;;;;;;;;;882;6;6;0
37800;"108,53";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1627,95";15;15;0
37801;"67,71";0;0;0;0;;;;;;;;;;;;"270,84";4;4;0
37802;"144,96";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1739,52";12;12;0
37803;"189,95";0;0;0;0;0;0;;;;;;;;;;"1139,7";6;6;0
37804;"29,8";0;0;0;0;0;;;;;;;;;;;149;5;5;0
37805;"24,5";0;0;;;;;;;;;;;;;;49;2;2;0
37806;33;0;0;0;;;;;;;;;;;;;99;3;3;0
37807;"149,73";0;0;0;0;0;0;;;;;;;;;;"898,38";6;6;0
37808;"99,51";0;0;0;0;0;0;0;0;0;0;;;;;;"995,1";10;10;0
37809;"111,97";0;0;0;0;0;0;0;0;0;0;;;;;;"1119,7";10;10;0
37810;"166,06";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1992,72";12;12;0
37811;"54,2";0;0;0;0;0;0;0;0;0;0;;;;;;542;10;10;0
37812;"43,33";0;0;0;;;;;;;;;;;;;"129,99";3;3;0
37813;"55,58";0;0;0;0;0;0;0;0;0;0;0;0;;;;"666,96";12;12;0
37814;"84,92";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1019,04";12;12;0
37815;"40,84";0;0;0;0;0;0;0;0;0;0;0;0;;;;"490,08";12;12;0
37816;"109,82";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1317,84";12;12;0
37817;"46,48";0;0;0;0;0;0;0;0;;;;;;;;"371,84";8;8;0
37818;"177,06";0;0;0;0;0;0;;;;;;;;;;"1062,36";6;6;0
37819;"466,24";0;0;0;0;;;;;;;;;;;;"1864,96";4;4;0
37820;15;0;0;0;0;0;0;0;0;;;;;;;;120;8;8;0
37821;"50,47";0;0;0;0;0;0;0;0;0;0;;;;;;"504,7";10;10;0
37822;"222,17";0;0;0;0;0;0;0;0;0;0;;;;;;"2221,7";10;10;0
37823;"148,7";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1784,4";12;12;0
37824;"135,74";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1628,88";12;12;0
37825;"79,5";0;0;;;;;;;;;;;;;;159;2;2;0
37826;"108,39";0;0;0;0;0;;;;;;;;;;;"541,95";5;5;0
37827;180;0;;;;;;;;;;;;;;;180;1;1;0
37828;10;0;;;;;;;;;;;;;;;10;1;1;0
37829;"50,06";0;0;0;0;0;0;0;0;0;0;;;;;;"500,6";10;10;0
37830;"32,9";0;0;0;0;0;0;;;;;;;;;;"197,4";6;6;0
37831;"36,02";0;0;0;0;0;;;;;;;;;;;"180,1";5;5;0
37832;"59,5";0;0;;;;;;;;;;;;;;119;2;2;0
37833;"131,02";0;0;0;0;0;;;;;;;;;;;"655,1";5;5;0
37834;"88,8";0;0;0;0;;;;;;;;;;;;"355,2";4;4;0
37835;20;0;0;;;;;;;;;;;;;;40;2;2;0
37836;"131,07";0;0;0;0;0;0;;;;;;;;;;"786,42";6;6;0
37837;"54,88";0;0;0;0;0;0;0;0;0;0;0;0;0;0;;"768,32";14;14;0
37838;"58,5";0;0;;;;;;;;;;;;;;117;2;2;0
37839;"23,63";0;0;0;0;0;0;;;;;;;;;;"141,78";6;6;0
37840;"76,13";0;0;0;0;0;;;;;;;;;;;"380,65";5;5;0
37841;"242,29";0;0;0;0;0;0;0;0;0;0;;;;;;"2422,9";10;10;0
37842;"71,01";0;0;0;0;0;0;;;;;;;;;;"426,06";6;6;0
37843;"59,03";0;0;0;0;0;0;0;0;0;0;;;;;;"590,3";10;10;0
37844;"15,5";0;0;0;0;0;0;0;0;0;0;;;;;;155;10;10;0
37845;"41,6";0;0;0;0;0;0;0;0;0;0;;;;;;416;10;10;0
37846;"120,99";0;0;0;;;;;;;;;;;;;"362,97";3;3;0
37847;"1097,99";0;;;;;;;;;;;;;;;"1097,99";1;1;0
37848;"166,76";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2501,4";15;15;0
37849;"13,16";0;0;0;0;0;0;;;;;;;;;;"78,96";6;6;0
37850;"101,24";0;0;0;0;0;0;;;;;;;;;;"607,44";6;6;0
37851;"129,57";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1554,84";12;12;0
37852;"33,64";0;0;0;;;;;;;;;;;;;"100,92";3;3;0
37853;"45,43";0;0;0;0;;;;;;;;;;;;"181,72";4;4;0
37854;"101,59";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1219,08";12;12;0
37855;"109,75";0;0;0;0;0;0;0;0;0;0;;;;;;"1097,5";10;10;0
37856;"110,08";0;0;0;0;0;0;;;;;;;;;;"660,48";6;6;0
37857;"198,37";0;0;0;0;0;0;0;0;0;0;;;;;;"1983,7";10;10;0
37858;"281,1";0;0;0;0;;;;;;;;;;;;"1124,4";4;4;0
37859;"91,75";0;0;0;0;0;0;0;0;0;0;0;0;;;;1101;12;12;0
37860;"95,88";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1150,56";12;12;0
37861;"69,3";0;0;0;;;;;;;;;;;;;"207,9";3;3;0
37862;193;0;0;0;;;;;;;;;;;;;579;3;3;0
37863;609;0;;;;;;;;;;;;;;;609;1;1;0
37864;"9,96";0;0;0;;;;;;;;;;;;;"29,88";3;3;0
37865;"102,41";0;0;0;0;0;0;0;0;0;0;;;;;;"1024,1";10;10;0
37866;"25,11";0;0;0;0;;;;;;;;;;;;"100,44";4;4;0
37867;"102,7";0;;;;;;;;;;;;;;;"102,7";1;1;0
37868;"29,37";0;0;0;0;;;;;;;;;;;;"117,48";4;4;0
37869;185;0;0;0;0;0;0;0;0;0;0;;;;;;1850;10;10;0
37870;15;0;0;;;;;;;;;;;;;;30;2;2;0
37871;"44,85";0;0;0;0;0;0;0;0;0;0;0;0;;;;"538,2";12;12;0
37872;"26,02";0;0;0;0;0;0;;;;;;;;;;"156,12";6;6;0
37873;"28,41";0;0;0;0;0;;;;;;;;;;;"142,05";5;5;0
37874;"127,41";0;0;0;0;0;;;;;;;;;;;"637,05";5;5;0
37875;"89,95";0;0;0;0;0;0;0;0;;;;;;;;"719,6";8;8;0
37876;"97,78";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1173,36";12;12;0
37877;227;0;0;0;;;;;;;;;;;;;681;3;3;0
37878;129;1;;;;;;;;;;;;;;;129;1;0;1
37879;"285,41";0;0;0;;;;;;;;;;;;;"856,23";3;3;0
37880;"73,26";0;0;0;0;0;0;0;0;0;0;0;0;;;;"879,12";12;12;0
37881;"175,6";0;0;0;0;;;;;;;;;;;;"702,4";4;4;0
37882;77;0;0;0;0;;;;;;;;;;;;308;4;4;0
37883;"79,18";0;0;0;0;0;0;0;0;0;1;1;1;;;;"950,16";12;9;3
37884;"177,11";0;0;0;0;0;0;;;;;;;;;;"1062,66";6;6;0
37885;"86,22";0;0;0;0;0;0;0;0;;;;;;;;"689,76";8;8;0
37886;"152,4";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1828,8";12;12;0
37887;"219,9";0;0;0;0;0;0;;;;;;;;;;"1319,4";6;6;0
37888;25;0;0;0;0;0;0;0;0;0;0;;;;;;250;10;10;0
37889;"129,73";0;0;0;0;0;0;0;0;0;0;0;0;;;;"1556,76";12;12;0
37890;"30,41";0;0;0;;;;;;;;;;;;;"91,23";3;3;0
37891;"167,02";0;0;0;0;0;0;0;0;0;0;0;0;;;;"2004,24";12;12;0
37892;"85,18";0;0;;;;;;;;;;;;;;"170,36";2;2;0
37893;"124,05";0;0;0;0;0;0;;;;;;;;;;"744,3";6;6;0
37894;"31,8";0;0;0;0;0;0;;;;;;;;;;"190,8";6;6;0
37895;59;0;0;0;;;;;;;;;;;;;177;3;3;0
37896;"79,9";0;0;0;0;0;0;0;0;0;0;;;;;;799;10;10;0
37897;"71,66";0;0;0;0;0;0;0;0;0;0;0;0;;;;"859,92";12;12;0
37898;"52,51";0;;;;;;;;;;;;;;;"52,51";1;1;0
37899;"70,24";0;0;0;0;0;0;;;;;;;;;;"421,44";6;6;0
37900;"70,41";0;0;;;;;;;;;;;;;;"140,82";2;2;0
37901;"21,26";0;0;0;0;0;0;;;;;;;;;;"127,56";6;6;0
37902;"59,87";0;0;0;0;0;0;0;0;;;;;;;;"478,96";8;8;0
37903;166;0;0;0;;;;;;;;;;;;;498;3;3;0
37904;1315;0;;;;;;;;;;;;;;;1315;1;1;0
